Time,precip_mm_ERA5_12km,BARROW AIRPORT,month
1972-01-11,1.595,0.254,Jan
1972-01-12,0.372,0.254,Jan
1972-01-13,0.026,0.000,Jan
1972-01-14,0.411,0.254,Jan
1972-01-15,0.423,0.254,Jan
1972-01-16,0.113,0.254,Jan
1972-01-17,1.027,0.508,Jan
1972-01-18,0.176,0.254,Jan
1972-01-19,1.111,0.254,Jan
1972-01-20,0.058,0.254,Jan
1972-01-21,0.023,0.254,Jan
1972-01-22,0.011,0.254,Jan
1972-01-23,0.000,0.254,Jan
1972-01-24,0.005,0.000,Jan
1972-01-25,0.028,0.000,Jan
1972-01-26,0.282,0.254,Jan
1972-01-27,3.261,0.254,Jan
1972-01-28,3.067,0.508,Jan
1972-01-29,1.531,0.254,Jan
1972-01-30,0.404,0.254,Jan
1972-01-31,0.102,0.254,Jan
1972-02-01,0.315,0.254,Feb
1972-02-02,0.035,0.254,Feb
1972-02-03,0.004,0.254,Feb
1972-02-04,0.034,0.254,Feb
1972-02-05,0.024,0.254,Feb
1972-02-06,0.033,0.254,Feb
1972-02-07,0.040,0.000,Feb
1972-02-08,0.044,0.000,Feb
1972-02-09,0.084,0.254,Feb
1972-02-10,0.294,0.254,Feb
1972-02-11,0.515,0.254,Feb
1972-02-12,0.123,0.254,Feb
1972-02-13,0.073,0.000,Feb
1972-02-14,0.086,0.000,Feb
1972-02-15,0.281,0.254,Feb
1972-02-16,0.325,0.254,Feb
1972-02-17,0.163,0.254,Feb
1972-02-18,0.179,0.254,Feb
1972-02-19,0.577,0.254,Feb
1972-02-20,1.218,0.508,Feb
1972-02-21,1.807,3.302,Feb
1972-02-22,0.496,0.762,Feb
1972-02-23,0.042,0.254,Feb
1972-02-24,0.001,0.254,Feb
1972-02-25,0.071,0.254,Feb
1972-02-26,0.062,0.254,Feb
1972-02-27,0.002,0.254,Feb
1972-02-28,0.008,0.254,Feb
1972-02-29,0.001,0.254,Feb
1972-03-01,0.454,0.254,Mar
1972-03-02,0.432,0.254,Mar
1972-03-03,1.991,0.254,Mar
1972-03-04,0.544,0.254,Mar
1972-03-05,0.471,0.254,Mar
1972-03-06,0.060,0.254,Mar
1972-03-07,0.024,0.254,Mar
1972-03-08,0.053,0.254,Mar
1972-03-09,0.837,0.254,Mar
1972-03-10,1.161,0.254,Mar
1972-03-11,0.692,0.254,Mar
1972-03-12,0.915,0.254,Mar
1972-03-13,0.272,0.254,Mar
1972-03-14,0.149,0.254,Mar
1972-03-15,0.145,0.000,Mar
1972-03-16,0.153,0.254,Mar
1972-03-17,0.639,0.254,Mar
1972-03-18,0.337,0.254,Mar
1972-03-19,0.143,0.254,Mar
1972-03-20,0.421,0.254,Mar
1972-03-21,0.180,0.254,Mar
1972-03-22,0.144,0.254,Mar
1972-03-23,0.525,0.254,Mar
1972-03-24,0.447,0.254,Mar
1972-03-25,0.147,0.254,Mar
1972-03-26,0.125,0.254,Mar
1972-03-27,0.067,0.254,Mar
1972-03-28,0.129,0.254,Mar
1972-03-29,0.294,0.254,Mar
1972-03-30,0.128,0.000,Mar
1972-03-31,0.011,0.000,Mar
1972-04-01,0.050,0.254,Apr
1972-04-02,0.007,0.000,Apr
1972-04-03,0.481,0.254,Apr
1972-04-04,0.258,0.254,Apr
1972-04-05,0.049,0.000,Apr
1972-04-06,0.024,0.254,Apr
1972-04-07,0.014,0.254,Apr
1972-04-08,0.283,0.254,Apr
1972-04-09,0.085,0.254,Apr
1972-04-10,0.038,0.254,Apr
1972-04-11,0.211,0.254,Apr
1972-04-12,0.362,0.254,Apr
1972-04-13,1.035,0.254,Apr
1972-04-14,0.199,0.254,Apr
1972-04-15,0.001,0.000,Apr
1972-04-16,0.044,0.254,Apr
1972-04-17,0.430,0.254,Apr
1972-04-18,0.603,0.254,Apr
1972-04-19,0.000,0.000,Apr
1972-04-20,0.006,0.000,Apr
1972-04-21,0.047,0.254,Apr
1972-04-22,0.045,0.254,Apr
1972-04-23,0.021,0.254,Apr
1972-04-24,0.006,0.000,Apr
1972-04-25,0.000,0.000,Apr
1972-04-26,0.019,0.254,Apr
1972-04-27,0.236,0.254,Apr
1972-04-28,0.020,0.000,Apr
1972-04-29,0.158,0.254,Apr
1972-04-30,0.150,0.254,Apr
1972-05-01,0.236,0.254,May
1972-05-02,0.156,0.254,May
1972-05-03,0.024,0.254,May
1972-05-04,0.073,0.254,May
1972-05-05,0.017,0.000,May
1972-05-06,1.354,0.254,May
1972-05-07,0.374,0.254,May
1972-05-08,0.673,0.254,May
1972-05-09,0.078,0.254,May
1972-05-10,0.010,0.000,May
1972-05-11,0.015,0.254,May
1972-05-12,0.075,0.254,May
1972-05-13,0.022,0.254,May
1972-05-14,0.295,0.508,May
1972-05-15,0.043,0.254,May
1972-05-16,0.009,0.254,May
1972-05-17,0.311,0.254,May
1972-05-18,0.007,0.254,May
1972-05-19,0.045,0.254,May
1972-05-20,0.000,0.254,May
1972-05-21,0.023,0.254,May
1972-05-22,0.067,0.254,May
1972-05-23,0.004,0.000,May
1972-05-24,0.077,0.000,May
1972-05-25,0.000,0.000,May
1972-05-26,0.000,0.254,May
1972-05-27,0.198,0.254,May
1972-05-28,0.278,0.254,May
1972-05-29,0.108,0.254,May
1972-05-30,0.146,0.254,May
1972-05-31,0.188,0.254,May
1972-06-01,3.101,0.254,Jun
1972-06-02,0.183,0.254,Jun
1972-06-03,1.068,0.254,Jun
1972-06-04,0.093,0.254,Jun
1972-06-05,1.798,0.254,Jun
1972-06-06,3.401,0.254,Jun
1972-06-07,0.234,0.254,Jun
1972-06-08,1.652,0.254,Jun
1972-06-09,0.649,0.000,Jun
1972-06-10,0.430,0.000,Jun
1972-06-11,0.438,0.000,Jun
1972-06-12,0.477,0.000,Jun
1972-06-13,0.587,0.000,Jun
1972-06-14,2.212,0.000,Jun
1972-06-15,0.286,0.000,Jun
1972-06-16,0.299,0.000,Jun
1972-06-17,0.216,0.000,Jun
1972-06-18,0.256,0.254,Jun
1972-06-19,22.608,0.508,Jun
1972-06-20,1.308,0.254,Jun
1972-06-21,0.290,0.254,Jun
1972-06-22,1.260,0.000,Jun
1972-06-23,2.808,0.254,Jun
1972-06-24,7.676,0.508,Jun
1972-06-25,0.263,0.254,Jun
1972-06-26,0.285,0.000,Jun
1972-06-27,0.059,0.000,Jun
1972-06-28,0.381,0.000,Jun
1972-06-29,0.147,0.254,Jun
1972-06-30,0.161,0.000,Jun
1972-07-01,0.255,0.000,Jul
1972-07-02,0.387,0.254,Jul
1972-07-03,0.785,0.254,Jul
1972-07-04,0.531,0.254,Jul
1972-07-05,5.395,0.254,Jul
1972-07-06,0.277,0.000,Jul
1972-07-07,0.237,0.000,Jul
1972-07-08,0.403,0.000,Jul
1972-07-09,0.499,0.000,Jul
1972-07-10,0.262,0.000,Jul
1972-07-11,0.416,0.000,Jul
1972-07-12,0.258,0.000,Jul
1972-07-13,0.221,0.000,Jul
1972-07-14,0.378,0.254,Jul
1972-07-15,0.345,0.000,Jul
1972-07-16,0.530,0.000,Jul
1972-07-17,0.575,0.000,Jul
1972-07-18,0.470,0.762,Jul
1972-07-19,2.278,0.254,Jul
1972-07-20,0.617,0.254,Jul
1972-07-21,0.099,0.254,Jul
1972-07-22,0.091,0.000,Jul
1972-07-23,0.095,0.000,Jul
1972-07-24,0.146,0.000,Jul
1972-07-25,0.171,0.000,Jul
1972-07-26,0.190,0.254,Jul
1972-07-27,0.219,0.254,Jul
1972-07-28,0.198,0.254,Jul
1972-07-29,0.233,0.254,Jul
1972-07-30,0.128,2.032,Jul
1972-07-31,0.260,0.000,Jul
1972-08-01,0.065,0.000,Aug
1972-08-02,0.117,0.000,Aug
1972-08-03,0.001,0.000,Aug
1972-08-04,0.073,0.000,Aug
1972-08-05,0.230,0.254,Aug
1972-08-06,0.763,0.254,Aug
1972-08-07,0.178,0.254,Aug
1972-08-08,0.732,0.508,Aug
1972-08-09,6.677,8.382,Aug
1972-08-10,5.410,4.826,Aug
1972-08-11,0.063,0.254,Aug
1972-08-12,0.002,0.254,Aug
1972-08-13,0.080,0.000,Aug
1972-08-14,0.050,0.254,Aug
1972-08-15,0.279,0.254,Aug
1972-08-16,0.080,0.254,Aug
1972-08-17,0.120,0.254,Aug
1972-08-18,0.319,0.508,Aug
1972-08-19,7.926,0.254,Aug
1972-08-20,14.355,8.890,Aug
1972-08-21,0.561,0.762,Aug
1972-08-22,0.704,0.254,Aug
1972-08-23,1.515,0.254,Aug
1972-08-24,0.523,0.254,Aug
1972-08-25,0.974,0.254,Aug
1972-08-26,0.223,0.000,Aug
1972-08-27,0.036,0.000,Aug
1972-08-28,0.170,0.000,Aug
1972-08-29,1.317,1.016,Aug
1972-08-30,0.038,1.016,Aug
1972-08-31,1.600,1.524,Aug
1972-09-01,0.000,0.000,Sep
1972-09-02,2.828,4.064,Sep
1972-09-03,0.719,0.000,Sep
1972-09-04,0.163,0.000,Sep
1972-09-05,0.284,0.508,Sep
1972-09-06,0.240,0.254,Sep
1972-09-07,0.001,0.254,Sep
1972-09-08,0.002,0.254,Sep
1972-09-09,0.005,0.254,Sep
1972-09-10,0.010,0.254,Sep
1972-09-11,0.001,0.508,Sep
1972-09-12,0.049,0.762,Sep
1972-09-13,2.052,0.254,Sep
1972-09-14,2.448,5.588,Sep
1972-09-15,0.182,5.080,Sep
1972-09-16,2.281,1.778,Sep
1972-09-17,1.267,1.016,Sep
1972-09-18,0.131,0.762,Sep
1972-09-19,0.014,1.778,Sep
1972-09-20,0.001,0.254,Sep
1972-09-21,0.006,0.254,Sep
1972-09-22,1.325,1.016,Sep
1972-09-23,0.923,0.254,Sep
1972-09-24,0.175,0.254,Sep
1972-09-25,1.466,0.762,Sep
1972-09-26,0.882,3.302,Sep
1972-09-27,1.170,1.778,Sep
1972-09-28,0.815,0.254,Sep
1972-09-29,0.265,2.540,Sep
1972-09-30,1.049,1.524,Sep
1972-10-01,0.470,0.254,Oct
1972-10-02,0.218,1.524,Oct
1972-10-03,0.190,1.016,Oct
1972-10-04,0.089,0.000,Oct
1972-10-05,0.342,0.254,Oct
1972-10-06,0.171,0.000,Oct
1972-10-07,0.385,0.762,Oct
1972-10-08,2.006,0.254,Oct
1972-10-09,2.545,0.254,Oct
1972-10-10,2.069,2.794,Oct
1972-10-11,0.409,1.016,Oct
1972-10-12,0.165,11.430,Oct
1972-10-13,0.305,6.350,Oct
1972-10-14,0.294,1.270,Oct
1972-10-15,3.033,0.254,Oct
1972-10-16,1.824,0.508,Oct
1972-10-17,0.430,0.508,Oct
1972-10-18,0.412,0.254,Oct
1972-10-19,0.034,0.254,Oct
1972-10-20,0.185,0.254,Oct
1972-10-21,0.353,0.254,Oct
1972-10-22,4.211,0.254,Oct
1972-10-23,0.414,0.508,Oct
1972-10-24,0.755,0.000,Oct
1972-10-25,3.628,0.254,Oct
1972-10-26,1.502,0.254,Oct
1972-10-27,2.709,0.254,Oct
1972-10-28,1.277,2.286,Oct
1972-10-29,5.068,1.778,Oct
1972-10-30,0.933,3.556,Oct
1972-10-31,0.430,0.254,Oct
1972-11-01,0.249,0.254,Nov
1972-11-02,0.199,1.016,Nov
1972-11-03,0.026,0.254,Nov
1972-11-04,0.014,0.000,Nov
1972-11-05,0.065,0.000,Nov
1972-11-06,0.021,0.254,Nov
1972-11-07,0.054,3.556,Nov
1972-11-08,0.010,0.762,Nov
1972-11-09,0.022,3.556,Nov
1972-11-10,0.052,0.254,Nov
1972-11-11,0.503,0.508,Nov
1972-11-12,0.655,0.254,Nov
1972-11-13,0.033,0.000,Nov
1972-11-14,0.120,0.254,Nov
1972-11-15,0.433,0.254,Nov
1972-11-16,0.603,0.000,Nov
1972-11-17,0.244,0.000,Nov
1972-11-18,0.093,0.000,Nov
1972-11-19,0.097,0.000,Nov
1972-11-20,0.048,0.000,Nov
1972-11-21,0.105,0.254,Nov
1972-11-22,1.733,1.016,Nov
1972-11-23,1.077,0.000,Nov
1972-11-24,0.132,0.000,Nov
1972-11-25,0.012,0.000,Nov
1972-11-26,0.031,0.254,Nov
1972-11-27,0.022,0.000,Nov
1972-11-28,0.011,0.000,Nov
1972-11-29,0.616,0.000,Nov
1972-11-30,0.574,0.508,Nov
1972-12-01,0.150,0.254,Dec
1972-12-02,0.154,0.254,Dec
1972-12-03,1.921,2.286,Dec
1972-12-04,0.055,0.254,Dec
1972-12-05,0.255,0.000,Dec
1972-12-06,0.168,0.508,Dec
1972-12-07,0.086,0.000,Dec
1972-12-08,1.849,0.254,Dec
1972-12-09,1.827,0.508,Dec
1972-12-10,0.716,0.254,Dec
1972-12-11,0.996,0.254,Dec
1972-12-12,0.581,0.254,Dec
1972-12-13,0.680,0.254,Dec
1972-12-14,0.371,0.000,Dec
1972-12-15,0.004,0.000,Dec
1972-12-16,0.022,0.000,Dec
1972-12-17,0.034,0.000,Dec
1972-12-18,0.139,0.254,Dec
1972-12-19,0.029,0.254,Dec
1972-12-20,0.004,0.000,Dec
1972-12-21,0.079,0.000,Dec
1972-12-22,0.043,0.000,Dec
1972-12-23,0.050,0.000,Dec
1972-12-24,0.053,0.000,Dec
1972-12-25,0.046,0.000,Dec
1972-12-26,0.060,0.000,Dec
1972-12-27,0.249,0.254,Dec
1972-12-28,0.183,0.000,Dec
1972-12-29,0.236,0.000,Dec
1972-12-30,0.219,0.000,Dec
1972-12-31,0.030,0.000,Dec
1973-01-01,0.360,0.254,Jan
1973-01-02,0.753,0.254,Jan
1973-01-03,0.624,0.254,Jan
1973-01-04,2.695,1.016,Jan
1973-01-05,0.508,0.254,Jan
1973-01-06,1.530,0.000,Jan
1973-01-07,1.561,0.254,Jan
1973-01-08,4.025,0.254,Jan
1973-01-09,0.279,0.000,Jan
1973-01-10,0.148,0.000,Jan
1973-01-11,0.222,0.000,Jan
1973-01-12,0.361,0.254,Jan
1973-01-13,0.139,0.000,Jan
1973-01-14,0.132,0.000,Jan
1973-01-15,0.340,0.254,Jan
1973-01-16,0.387,0.254,Jan
1973-01-17,0.941,0.254,Jan
1973-01-18,0.472,0.254,Jan
1973-01-19,0.077,0.254,Jan
1973-01-20,0.126,0.254,Jan
1973-01-21,0.372,0.254,Jan
1973-01-22,0.385,0.254,Jan
1973-01-23,0.302,0.000,Jan
1973-01-24,0.166,0.000,Jan
1973-01-25,0.271,0.254,Jan
1973-01-26,0.267,0.000,Jan
1973-01-27,0.683,0.254,Jan
1973-01-28,1.941,0.000,Jan
1973-01-29,4.264,0.254,Jan
1973-01-30,0.255,0.000,Jan
1973-01-31,0.071,0.000,Jan
1973-02-01,0.002,0.000,Feb
1973-02-02,1.262,0.254,Feb
1973-02-03,1.329,0.254,Feb
1973-02-04,2.037,0.000,Feb
1973-02-05,0.086,0.254,Feb
1973-02-06,0.655,1.270,Feb
1973-02-07,0.255,1.016,Feb
1973-02-08,0.974,1.524,Feb
1973-02-09,0.119,0.254,Feb
1973-02-10,0.019,0.000,Feb
1973-02-11,0.030,0.000,Feb
1973-02-12,0.020,0.000,Feb
1973-02-13,0.029,0.000,Feb
1973-02-14,0.077,0.254,Feb
1973-02-15,0.080,0.254,Feb
1973-02-16,0.059,0.000,Feb
1973-02-17,0.075,0.000,Feb
1973-02-18,0.083,0.254,Feb
1973-02-19,0.060,0.000,Feb
1973-02-20,0.094,0.000,Feb
1973-02-21,0.104,0.254,Feb
1973-02-22,0.020,0.000,Feb
1973-02-23,0.022,0.254,Feb
1973-02-24,0.010,0.000,Feb
1973-02-25,0.019,0.000,Feb
1973-02-26,0.067,0.254,Feb
1973-02-27,0.052,0.000,Feb
1973-02-28,0.279,0.000,Feb
1973-03-01,0.117,0.254,Mar
1973-03-02,0.197,0.254,Mar
1973-03-03,0.066,0.000,Mar
1973-03-04,0.416,0.000,Mar
1973-03-05,0.137,0.254,Mar
1973-03-06,0.577,0.254,Mar
1973-03-07,0.303,0.000,Mar
1973-03-08,0.254,0.000,Mar
1973-03-09,0.122,0.254,Mar
1973-03-10,0.058,0.000,Mar
1973-03-11,0.090,0.254,Mar
1973-03-12,0.088,0.000,Mar
1973-03-13,0.063,0.254,Mar
1973-03-14,0.087,0.000,Mar
1973-03-15,0.061,0.000,Mar
1973-03-16,0.035,0.000,Mar
1973-03-17,0.053,0.000,Mar
1973-03-18,0.022,0.000,Mar
1973-03-19,0.025,0.000,Mar
1973-03-20,0.013,0.000,Mar
1973-03-21,0.030,0.254,Mar
1973-03-22,0.027,0.000,Mar
1973-03-23,0.031,0.000,Mar
1973-03-24,0.050,0.000,Mar
1973-03-25,0.032,0.254,Mar
1973-03-26,0.032,0.000,Mar
1973-03-27,0.015,0.000,Mar
1973-03-28,0.028,0.000,Mar
1973-03-29,0.089,0.254,Mar
1973-03-30,1.288,0.508,Mar
1973-03-31,3.331,0.254,Mar
1973-04-01,0.006,0.000,Apr
1973-04-02,0.784,3.048,Apr
1973-04-03,4.037,2.286,Apr
1973-04-04,0.288,0.254,Apr
1973-04-05,0.085,0.254,Apr
1973-04-06,0.091,0.000,Apr
1973-04-07,0.105,0.254,Apr
1973-04-08,0.133,0.254,Apr
1973-04-09,0.132,2.794,Apr
1973-04-10,0.552,0.254,Apr
1973-04-11,0.052,0.254,Apr
1973-04-12,0.010,0.000,Apr
1973-04-13,0.017,0.000,Apr
1973-04-14,0.028,0.000,Apr
1973-04-15,0.003,0.254,Apr
1973-04-16,0.028,0.000,Apr
1973-04-17,0.025,0.254,Apr
1973-04-18,0.617,0.000,Apr
1973-04-19,0.102,0.000,Apr
1973-04-20,0.430,0.254,Apr
1973-04-21,0.287,1.270,Apr
1973-04-22,0.069,0.000,Apr
1973-04-23,0.000,0.000,Apr
1973-04-24,0.004,0.254,Apr
1973-04-25,0.003,0.000,Apr
1973-04-26,0.562,1.524,Apr
1973-04-27,2.700,1.778,Apr
1973-04-28,0.842,0.254,Apr
1973-04-29,0.339,0.254,Apr
1973-04-30,3.108,0.000,Apr
1973-05-01,1.256,0.000,May
1973-05-02,0.004,0.000,May
1973-05-03,0.025,0.762,May
1973-05-04,0.049,0.508,May
1973-05-05,0.233,0.508,May
1973-05-06,0.142,0.254,May
1973-05-07,0.348,0.254,May
1973-05-08,0.987,0.254,May
1973-05-09,0.042,0.254,May
1973-05-10,0.496,0.254,May
1973-05-11,0.027,0.000,May
1973-05-12,0.361,0.254,May
1973-05-13,0.971,0.254,May
1973-05-14,0.159,0.000,May
1973-05-15,0.020,0.000,May
1973-05-16,0.040,0.254,May
1973-05-17,0.003,0.762,May
1973-05-18,0.039,0.254,May
1973-05-19,0.249,0.508,May
1973-05-20,0.246,0.254,May
1973-05-21,0.313,0.254,May
1973-05-22,0.457,0.254,May
1973-05-23,0.081,0.254,May
1973-05-24,0.161,0.254,May
1973-05-25,2.227,0.762,May
1973-05-26,4.955,0.254,May
1973-05-27,0.157,0.000,May
1973-05-28,0.524,0.254,May
1973-05-29,0.215,0.254,May
1973-05-30,0.047,0.254,May
1973-05-31,0.027,0.508,May
1973-06-01,0.733,2.286,Jun
1973-06-02,0.210,0.254,Jun
1973-06-03,0.042,0.254,Jun
1973-06-04,0.690,0.254,Jun
1973-06-05,0.179,0.254,Jun
1973-06-06,0.257,0.000,Jun
1973-06-07,0.370,1.016,Jun
1973-06-08,2.606,0.762,Jun
1973-06-09,0.221,0.254,Jun
1973-06-10,0.350,0.000,Jun
1973-06-11,0.402,0.254,Jun
1973-06-12,0.208,0.254,Jun
1973-06-13,0.384,0.254,Jun
1973-06-14,0.905,0.254,Jun
1973-06-15,0.336,0.254,Jun
1973-06-16,0.182,0.254,Jun
1973-06-17,1.207,0.254,Jun
1973-06-18,0.302,0.254,Jun
1973-06-19,0.475,0.254,Jun
1973-06-20,2.744,2.794,Jun
1973-06-21,4.481,9.652,Jun
1973-06-22,4.135,3.048,Jun
1973-06-23,0.324,0.254,Jun
1973-06-24,0.744,0.254,Jun
1973-06-25,0.477,0.254,Jun
1973-06-26,0.194,0.000,Jun
1973-06-27,0.417,0.000,Jun
1973-06-28,0.568,0.000,Jun
1973-06-29,1.142,0.254,Jun
1973-06-30,0.462,0.254,Jun
1973-07-01,0.449,0.254,Jul
1973-07-02,0.289,0.000,Jul
1973-07-03,0.054,0.000,Jul
1973-07-04,1.120,6.350,Jul
1973-07-05,0.207,2.286,Jul
1973-07-06,0.279,0.508,Jul
1973-07-07,0.241,0.000,Jul
1973-07-08,0.185,0.000,Jul
1973-07-09,0.580,0.000,Jul
1973-07-10,1.040,0.254,Jul
1973-07-11,0.550,0.254,Jul
1973-07-12,2.400,0.254,Jul
1973-07-13,0.198,0.000,Jul
1973-07-14,2.772,2.286,Jul
1973-07-15,0.843,0.254,Jul
1973-07-16,9.163,3.048,Jul
1973-07-17,1.487,1.524,Jul
1973-07-18,0.114,0.254,Jul
1973-07-19,0.616,0.254,Jul
1973-07-20,1.706,1.270,Jul
1973-07-21,0.239,0.508,Jul
1973-07-22,8.307,2.540,Jul
1973-07-23,1.443,0.000,Jul
1973-07-24,0.947,0.762,Jul
1973-07-25,3.742,2.794,Jul
1973-07-26,0.307,0.762,Jul
1973-07-27,0.333,0.000,Jul
1973-07-28,0.740,0.254,Jul
1973-07-29,1.294,1.016,Jul
1973-07-30,1.575,0.254,Jul
1973-07-31,4.162,0.000,Jul
1973-08-01,26.532,14.986,Aug
1973-08-02,5.268,0.762,Aug
1973-08-03,0.177,0.000,Aug
1973-08-04,0.236,0.000,Aug
1973-08-05,0.575,0.254,Aug
1973-08-06,0.958,0.254,Aug
1973-08-07,0.451,0.000,Aug
1973-08-08,1.433,2.286,Aug
1973-08-09,4.647,3.810,Aug
1973-08-10,4.215,1.016,Aug
1973-08-11,2.177,0.762,Aug
1973-08-12,1.175,0.254,Aug
1973-08-13,0.225,0.254,Aug
1973-08-14,0.296,0.254,Aug
1973-08-15,0.039,0.254,Aug
1973-08-16,1.011,0.254,Aug
1973-08-17,9.385,13.208,Aug
1973-08-18,1.362,1.524,Aug
1973-08-19,7.393,4.064,Aug
1973-08-20,2.984,1.778,Aug
1973-08-21,2.221,4.572,Aug
1973-08-22,1.145,2.540,Aug
1973-08-23,0.483,0.508,Aug
1973-08-24,0.424,0.254,Aug
1973-08-25,0.227,0.254,Aug
1973-08-26,2.468,0.254,Aug
1973-08-27,0.304,0.254,Aug
1973-08-28,2.913,0.508,Aug
1973-08-29,4.319,2.032,Aug
1973-08-30,0.019,0.000,Aug
1973-08-31,2.524,1.270,Aug
1973-09-01,4.476,2.032,Sep
1973-09-02,0.042,0.000,Sep
1973-09-03,0.000,0.000,Sep
1973-09-04,0.032,0.254,Sep
1973-09-05,0.001,0.254,Sep
1973-09-06,0.403,0.254,Sep
1973-09-07,0.376,0.254,Sep
1973-09-08,0.055,0.254,Sep
1973-09-09,0.266,0.254,Sep
1973-09-10,0.301,0.254,Sep
1973-09-11,0.143,0.254,Sep
1973-09-12,0.946,0.254,Sep
1973-09-13,0.292,1.778,Sep
1973-09-14,0.286,0.254,Sep
1973-09-15,1.103,0.254,Sep
1973-09-16,0.076,0.000,Sep
1973-09-17,0.293,0.254,Sep
1973-09-18,0.243,0.254,Sep
1973-09-19,0.399,9.906,Sep
1973-09-20,0.188,0.508,Sep
1973-09-21,0.551,0.508,Sep
1973-09-22,4.327,3.810,Sep
1973-09-23,0.565,2.286,Sep
1973-09-24,0.786,2.032,Sep
1973-09-25,0.399,2.540,Sep
1973-09-26,0.178,0.254,Sep
1973-09-27,0.718,0.254,Sep
1973-09-28,0.068,0.762,Sep
1973-09-29,3.726,1.524,Sep
1973-09-30,8.415,0.254,Sep
1973-10-01,0.133,1.016,Oct
1973-10-02,0.303,1.524,Oct
1973-10-03,5.510,1.270,Oct
1973-10-04,4.274,0.254,Oct
1973-10-05,0.285,0.508,Oct
1973-10-06,0.108,0.254,Oct
1973-10-07,0.240,0.254,Oct
1973-10-08,0.173,0.254,Oct
1973-10-09,0.148,0.254,Oct
1973-10-10,0.590,0.762,Oct
1973-10-11,1.384,3.556,Oct
1973-10-12,0.862,1.016,Oct
1973-10-13,0.136,0.508,Oct
1973-10-14,0.098,0.254,Oct
1973-10-15,0.001,0.254,Oct
1973-10-16,1.245,0.254,Oct
1973-10-17,0.576,0.508,Oct
1973-10-18,1.819,0.000,Oct
1973-10-19,1.396,0.254,Oct
1973-10-20,0.107,0.254,Oct
1973-10-21,0.027,0.000,Oct
1973-10-22,0.195,0.254,Oct
1973-10-23,0.005,0.254,Oct
1973-10-24,0.002,0.000,Oct
1973-10-25,0.000,0.000,Oct
1973-10-26,0.068,0.508,Oct
1973-10-27,0.979,0.254,Oct
1973-10-28,2.527,0.254,Oct
1973-10-29,0.561,0.762,Oct
1973-10-30,0.131,0.762,Oct
1973-10-31,0.000,0.254,Oct
1973-11-01,0.018,0.254,Nov
1973-11-02,0.000,0.000,Nov
1973-11-03,0.000,0.000,Nov
1973-11-04,0.008,0.000,Nov
1973-11-05,0.018,0.254,Nov
1973-11-06,1.092,0.254,Nov
1973-11-07,0.542,0.254,Nov
1973-11-08,0.257,2.286,Nov
1973-11-09,1.146,0.254,Nov
1973-11-10,11.720,2.794,Nov
1973-11-11,1.597,0.254,Nov
1973-11-12,0.755,0.508,Nov
1973-11-13,0.075,0.762,Nov
1973-11-14,0.071,0.254,Nov
1973-11-15,0.023,0.254,Nov
1973-11-16,0.045,0.254,Nov
1973-11-17,0.242,0.254,Nov
1973-11-18,0.071,0.254,Nov
1973-11-19,0.060,0.254,Nov
1973-11-20,0.139,0.254,Nov
1973-11-21,0.139,0.254,Nov
1973-11-22,1.744,0.000,Nov
1973-11-23,0.135,0.254,Nov
1973-11-24,0.183,0.254,Nov
1973-11-25,0.312,1.016,Nov
1973-11-26,0.486,0.508,Nov
1973-11-27,0.178,0.254,Nov
1973-11-28,0.584,0.254,Nov
1973-11-29,0.157,0.254,Nov
1973-11-30,0.055,0.254,Nov
1973-12-01,0.006,0.000,Dec
1973-12-02,0.058,0.000,Dec
1973-12-03,0.575,0.254,Dec
1973-12-04,0.117,0.254,Dec
1973-12-05,0.035,0.000,Dec
1973-12-06,0.010,0.000,Dec
1973-12-07,0.056,0.000,Dec
1973-12-08,0.007,0.000,Dec
1973-12-09,0.011,0.000,Dec
1973-12-10,0.024,0.254,Dec
1973-12-11,0.054,0.254,Dec
1973-12-12,0.200,0.254,Dec
1973-12-13,0.038,0.000,Dec
1973-12-14,0.181,0.254,Dec
1973-12-15,0.637,0.254,Dec
1973-12-16,0.293,0.000,Dec
1973-12-17,0.035,0.000,Dec
1973-12-18,0.098,0.000,Dec
1973-12-19,0.871,0.254,Dec
1973-12-20,4.812,0.254,Dec
1973-12-21,6.139,1.270,Dec
1973-12-22,1.887,0.508,Dec
1973-12-23,0.117,0.254,Dec
1973-12-24,0.141,0.000,Dec
1973-12-25,0.051,0.000,Dec
1973-12-26,0.004,0.000,Dec
1973-12-27,0.006,0.000,Dec
1973-12-28,0.000,0.254,Dec
1973-12-29,0.005,0.000,Dec
1973-12-30,2.054,0.254,Dec
1973-12-31,1.112,0.254,Dec
1974-01-01,0.866,1.016,Jan
1974-01-02,0.166,0.254,Jan
1974-01-03,2.159,0.508,Jan
1974-01-04,2.519,4.572,Jan
1974-01-05,1.112,0.254,Jan
1974-01-06,0.250,0.000,Jan
1974-01-07,0.100,0.000,Jan
1974-01-08,0.099,0.000,Jan
1974-01-09,0.197,0.000,Jan
1974-01-10,0.299,0.254,Jan
1974-01-11,0.086,0.000,Jan
1974-01-12,0.061,0.000,Jan
1974-01-13,1.419,1.270,Jan
1974-01-14,2.122,0.254,Jan
1974-01-15,1.633,0.508,Jan
1974-01-16,0.378,0.000,Jan
1974-01-17,0.301,0.000,Jan
1974-01-18,0.239,0.254,Jan
1974-01-19,0.479,0.254,Jan
1974-01-20,0.499,0.254,Jan
